const_id,const_name,2023,GE 2019,2019 party,2019 MP,2019 electorate,2019 turnout,Pre GE 2019,GE 2017,2017 turnout,GE 2015
E14000530,Aldershot,Con,Con,Conservative and Unionist Party,Leo Docherty,72617,66,Con,Con,64.4,Con
E14000531,Aldridge-Brownhills,Con,Con,Conservative and Unionist Party,Wendy Morton,60138,65.4,Con,Con,66.8,Con
E14000532,Altrincham and Sale West,Con,Con,Conservative and Unionist Party,Graham Brady,73146,74.9,Con,Con,72.3,Con
E14000533,Amber Valley,Con,Con,Conservative and Unionist Party,Nigel Mills,69976,65.1,Con,Con,67.5,Con
E14000534,Arundel and South Downs,Con,Con,Conservative and Unionist Party,Andrew Griffith,,,Con,Con,76,Con
E14000535,Ashfield,Con,Con,Conservative and Unionist Party,Lee Anderson,78204,62.6,Lab,Lab,64.1,Lab
E14000536,Ashford,Con,Con,Conservative and Unionist Party,Damian Green,89550,67.1,Con,Con,68.7,Con
E14000537,Ashton-under-Lyne,Lab,Lab,Labour Party,Angela Rayner,67978,56.8,Lab,Lab,58.9,Lab
E14000538,Aylesbury,Con,Con,Conservative and Unionist Party,Rob Butler,,,Con,Con,71.4,Con
E14000539,Banbury,Con,Con,Conservative and Unionist Party,Victoria Prentis,90113,69.8,Con,Con,73.6,Con
E14000540,Barking,Lab,Lab,Labour Party,Margaret Hodge,77946,57.1,Lab,Lab,62,Lab
E14000541,Barnsley Central,Lab,Lab,Labour Party,Dan Jarvis,65277,56.5,Lab,Lab,61,Lab
E14000542,Barnsley East,Lab,Lab,Labour Party,Stephanie Peacock,69504,54.8,Lab,Lab,59,Lab
E14000543,Barrow and Furness,Con,Con,Conservative and Unionist Party,Simon Fell,,,Ind,Lab,68.6,Lab
E14000544,Basildon and Billericay,Con,Con,Conservative and Unionist Party,John Baron,69906,63.1,Con,Con,65.1,Con
E14000545,Basingstoke,Con,Con,Conservative and Unionist Party,Maria Miller,82926,66,Con,Con,68.5,Con
E14000546,Bassetlaw,Con,Con,Conservative and Unionist Party,Brendan Clarke-Smith,80035,63.5,Lab,Lab,66.7,Lab
E14000547,Bath,LD,LD,Liberal Democrats,Wera Hobhouse,67752,77,LD,LD,74.4,Con
E14000548,Batley and Spen,Lab,Lab,Labour and Co-operative Party,Tracy Brabin,79558,66.5,Lab,Lab,67.2,Lab
E14000549,Battersea,Lab,Lab,Labour Party,Marsha de Cordova,79309,75.6,Lab,Lab,71.1,Con
E14000550,Beaconsfield,Con,Con,Conservative and Unionist Party,Joy Morrissey,77720,74.5,Ind,Con,72.4,Con
E14000551,Beckenham,Con,Con,Conservative and Unionist Party,Bob Stewart,68671,73.6,Con,Con,76.3,Con
E14000552,Bedford,Lab,Lab,Labour Party,Mohammad Yasin,71579,66.1,Lab,Lab,67.7,Con
E14000553,Bermondsey and Old Southwark,Lab,Lab,Labour Party,Neil Coyle,,,Lab,Lab,67.2,Lab
E14000554,Berwick-upon-Tweed,Con,Con,Conservative and Unionist Party,Anne-Marie Trevelyan,,,Con,Con,71.9,Con
E14000555,Bethnal Green and Bow,Lab,Lab,Labour Party,Rushanara Ali,88169,68.7,Lab,Lab,69.8,Lab
E14000556,Beverley and Holderness,Con,Con,Conservative and Unionist Party,Graham Stuart,,,Con,Con,69.2,Con
E14000557,Bexhill and Battle,Con,Con,Conservative and Unionist Party,Huw Merriman,,,Con,Con,73.2,Con
E14000558,Bexleyheath and Crayford,Con,Con,Conservative and Unionist Party,David Evennett,65466,66.1,Con,Con,69.3,Con
E14000559,Birkenhead,Lab,Lab,Labour Party,Mick Whitley,63762,66.4,Ind,Lab,67.9,Lab
E14000560,"Birmingham, Edgbaston",Lab,Lab,Labour and Co-operative Party,Preet Kaur Gill,68828,61.5,Lab,Lab,64.2,Lab
E14000561,"Birmingham, Erdington",Lab,Lab,Labour Party,Jack Dromey,66148,53.3,Lab,Lab,57.4,Lab
E14000562,"Birmingham, Hall Green",Lab,Lab,Labour Party,Tahir Ali,80283,65.9,Lab,Lab,69.6,Lab
E14000563,"Birmingham, Hodge Hill",Lab,Lab,Labour Party,Liam Byrne,78295,57.5,Lab,Lab,61.5,Lab
E14000564,"Birmingham, Ladywood",Lab,Lab,Labour Party,Shabana Mahmood,74912,56.2,Lab,Lab,59.2,Lab
E14000565,"Birmingham, Northfield",Con,Con,Conservative and Unionist Party,Gary Sambrook,73694,58.5,Lab,Lab,61.5,Lab
E14000566,"Birmingham, Perry Barr",Lab,Lab,Labour Party,Khalid Mahmood,72006,58.5,Lab,Lab,63.3,Lab
E14000567,"Birmingham, Selly Oak",Lab,Lab,Labour Party,Steve McCabe,74926,66,Lab,Lab,66.1,Lab
E14000568,"Birmingham, Yardley",Lab,Lab,Labour Party,Jess Phillips,74704,57.1,Lab,Lab,61.5,Lab
E14000569,Bishop Auckland,Con,Con,Conservative and Unionist Party,Dehenna Davison,68170,65.7,Lab,Lab,64.1,Lab
E14000570,Blackburn,Lab,Lab,Labour Party,Kate Hollern,71228,62.8,Lab,Lab,67.5,Lab
E14000571,Blackley and Broughton,Lab,Lab,Labour Party,Graham Stringer,73372,52.6,Lab,Lab,56.1,Lab
E14000572,Blackpool North and Cleveleys,Con,Con,Conservative and Unionist Party,Paul Maynard,,,Con,Con,64.2,Con
E14000573,Blackpool South,Con,Con,Conservative and Unionist Party,Scott Lloyd Benton,,,Lab,Lab,59.9,Lab
E14000574,Blaydon,Lab,Lab,Labour Party,Liz Twist,67853,67.3,Lab,Lab,70.3,Lab
E14000575,Blyth Valley,Con,Con,Conservative and Unionist Party,Ian Levy,,,Lab,Lab,67.1,Lab
E14000576,Bognor Regis and Littlehampton,Con,Con,Conservative and Unionist Party,Nick Gibb,77488,66.1,Con,Con,67.9,Con
E14000577,Bolsover,Con,Con,Conservative and Unionist Party,Mark Fletcher,75157,61.1,Lab,Lab,63.5,Lab
E14000578,Bolton North East,Con,Con,Conservative and Unionist Party,Mark Logan,67564,64.5,Lab,Lab,67.3,Lab
E14000579,Bolton South East,Lab,Lab,Labour Party,Yasmin Qureshi,69163,58.7,Lab,Lab,61.6,Lab
E14000580,Bolton West,Con,Con,Conservative and Unionist Party,Chris Green,73191,67.4,Con,Con,70.2,Con
E14000581,Bootle,Lab,Lab,Labour Party,Peter Dowd,74832,65.7,Lab,Lab,69.2,Lab
E14000582,Boston and Skegness,Con,Con,Conservative and Unionist Party,Matt Warman,,,Con,Con,62.8,Con
E14000583,Bosworth,Con,Con,Conservative and Unionist Party,Luke Evans,81537,69.2,Con,Con,68.9,Con
E14000584,Bournemouth East,Con,Con,Conservative and Unionist Party,Tobias Ellwood,74127,66.5,Con,Con,65.3,Con
E14000585,Bournemouth West,Con,Con,Conservative and Unionist Party,Conor Burns,74211,62,Con,Con,61,Con
E14000586,Bracknell,Con,Con,Conservative and Unionist Party,James Sunderland,,,LD,Con,70.8,Con
E14000587,Bradford East,Lab,Lab,Labour Party,Imran Hussain,73206,60.4,Lab,Lab,64.9,Lab
E14000588,Bradford South,Lab,Lab,Labour Party,Judith Cummins,69046,57.6,Lab,Lab,60.7,Lab
E14000589,Bradford West,Lab,Lab,Labour Party,Naz Shah,70694,62.6,Lab,Lab,67.7,Lab
E14000590,Braintree,Con,Con,Conservative and Unionist Party,James Cleverly,75208,67.1,Con,Con,69.6,Con
E14000591,Brent Central,Lab,Lab,Labour Party,Dawn Butler,84204,58.3,Lab,Lab,65.2,Lab
E14000592,Brent North,Lab,Lab,Labour Party,Barry Gardiner,83772,61.9,Lab,Lab,68.6,Lab
E14000593,Brentford and Isleworth,Lab,Lab,Labour Party,Ruth Cadbury,,,Lab,Lab,72.5,Lab
E14000594,Brentwood and Ongar,Con,Con,Conservative and Unionist Party,Alex Burghart,,,Con,Con,70.6,Con
E14000595,Bridgwater and West Somerset,Con,Con,Conservative and Unionist Party,Ian Liddell-Grainger,,,Con,Con,65.4,Con
E14000596,Brigg and Goole,Con,Con,Conservative and Unionist Party,Andrew Percy,65939,65.8,Con,Con,68.3,Con
E14000597,"Brighton, Kemptown",Lab,Lab,Labour and Co-operative Party,Lloyd Russell-Moyle,69833,69.5,Lab,Lab,72.7,Con
E14000598,"Brighton, Pavilion",Green,Green,Green Party,Caroline Lucas,79057,73.4,Green,Green,76.6,Green
E14000599,Bristol East,Lab,Lab,Labour Party,Kerry McCarthy,73867,70.6,Lab,Lab,70.3,Lab
E14000600,Bristol North West,Lab,Lab,Labour Party,Darren Jones,76273,73.3,Lab,Lab,71.9,Con
E14000601,Bristol South,Lab,Lab,Labour Party,Karin Smyth,84079,65.6,Lab,Lab,65.6,Lab
E14000602,Bristol West,Lab,Lab,Labour Party,Thangam Debbonaire,99253,76.1,Lab,Lab,77.2,Lab
E14000603,Broadland,Con,Con,Conservative and Unionist Party,Jerome Mayhew,78151,72.9,Con,Con,72.5,Con
E14000604,Bromley and Chislehurst,Con,Con,Conservative and Unionist Party,Bob Neill,66711,68.3,Con,Con,71.8,Con
E14000605,Bromsgrove,Con,Con,Conservative and Unionist Party,Sajid Javid,,,Con,Con,73.7,Con
E14000606,Broxbourne,Con,Con,Conservative and Unionist Party,Charles Walker,,,Con,Con,64.7,Con
E14000607,Broxtowe,Con,Con,Conservative and Unionist Party,Darren George Henry,73052,75.7,Ind,Con,75.2,Con
E14000608,Buckingham,Con,Con,Conservative and Unionist Party,Greg Smith,,,,Spk,68.6,Spk
E14000609,Burnley,Con,Con,Conservative and Unionist Party,Antony Higginbotham,64343,60.6,Lab,Lab,62.4,Lab
E14000610,Burton,Con,Con,Conservative and Unionist Party,Kate Griffiths,,,Con,Con,67.7,Con
E14000611,Bury North,Con,Con,Conservative and Unionist Party,James Daly,68802,68.1,Lab,Lab,71.1,Con
E14000612,Bury South,Con,Con,Conservative and Unionist Party,Christian Wakeford,75152,66.9,Ind,Lab,69.3,Lab
E14000613,Bury St Edmunds,Con,Con,Conservative and Unionist Party,Jo Churchill,,,Con,Con,72.4,Con
E14000614,Calder Valley,Con,Con,Conservative and Unionist Party,Craig Whittaker,79287,72.9,Con,Con,73.6,Con
E14000615,Camberwell and Peckham,Lab,Lab,Labour Party,Harriet Harman,,,Lab,Lab,67.3,Lab
E14000616,Camborne and Redruth,Con,Con,Conservative and Unionist Party,George Eustice,70250,71.7,Con,Con,71,Con
E14000617,Cambridge,Lab,Lab,Labour Party,Daniel Zeichner,79951,67.2,Lab,Lab,71.4,Lab
E14000618,Cannock Chase,Con,Con,Conservative and Unionist Party,Amanda Milling,,,Con,Con,64.3,Con
E14000619,Canterbury,Lab,Lab,Labour Party,Rosie Duffield,80203,75,Lab,Lab,72.9,Con
E14000620,Carlisle,Con,Con,Conservative and Unionist Party,John Stevenson,,,Con,Con,69.3,Con
E14000621,Carshalton and Wallington,Con,Con,Conservative and Unionist Party,Elliot Colburn,72926,67.3,LD,LD,71.8,LD
E14000622,Castle Point,Con,Con,Conservative and Unionist Party,Rebecca Harris,,,Con,Con,64.5,Con
E14000623,Central Devon,Con,Con,Conservative and Unionist Party,Mel Stride,82665,70.2,Con,Con,77.9,Con
E14000624,Central Suffolk and North Ipswich,Con,Con,Conservative and Unionist Party,Daniel Poulter,,,Con,Con,72.5,Con
E14000625,Charnwood,Con,Con,Conservative and Unionist Party,Edward Argar,,,Con,Con,70.8,Con
E14000626,Chatham and Aylesford,Con,Con,Conservative and Unionist Party,Tracey Crouch,73305,59.1,Con,Con,63.9,Con
E14000627,Cheadle,Con,Con,Conservative and Unionist Party,Mary Robinson,,,Con,Con,74.5,Con
E14000628,Chelmsford,Con,Con,Conservative and Unionist Party,Vicky Ford,,,Con,Con,70.3,Con
E14000629,Chelsea and Fulham,Con,Con,Conservative and Unionist Party,Greg Hands,67110,69.8,Con,Con,66.3,Con
E14000630,Cheltenham,Con,Con,Conservative and Unionist Party,Alex Chalk,81043,73.2,Con,Con,72.4,Con
E14000631,Chesham and Amersham,LD,Con,Conservative and Unionist Party,Cheryl Gillan,72542,76.8,Con,Con,77.3,Con
E14000632,Chesterfield,Lab,Lab,Labour Party,Toby Perkins,71030,63.6,Lab,Lab,66.6,Lab
E14000633,Chichester,Con,Con,Conservative and Unionist Party,Gillian Keegan,85499,71.6,Con,Con,70.7,Con
E14000634,Chingford and Woodford Green,Con,Con,Conservative and Unionist Party,Iain Duncan Smith,65393,74.1,Con,Con,71.5,Con
E14000635,Chippenham,Con,Con,Conservative and Unionist Party,Michelle Donelan,,,Con,Con,75,Con
E14000636,Chipping Barnet,Con,Con,Conservative and Unionist Party,Theresa Villiers,,,Con,Con,72,Con
E14000637,Chorley,Spk,Spk,Speaker seeking re-election,Lindsay Hoyle,,,Spk,Lab,73,Lab
E14000638,Christchurch,Con,Con,Conservative and Unionist Party,Christopher Chope,71521,72.6,Con,Con,72.2,Con
E14000639,Cities of London and Westminster,Con,Con,Conservative and Unionist Party,Nickie Aiken,63700,67.1,Con,Con,63,Con
E14000640,City of Chester,Lab,Lab,Labour Party,Chris Matheson,76057,71.7,Lab,Lab,77.6,Lab
E14000641,City of Durham,Lab,Lab,Labour Party,Mary Foy,71271,68.6,Lab,Lab,68.1,Lab
E14000642,Clacton,Con,Con,Conservative and Unionist Party,Giles Watling,70930,61.3,Con,Con,63.8,UKIP
E14000643,Cleethorpes,Con,Con,Conservative and Unionist Party,Martin Vickers,73689,62.9,Con,Con,65.9,Con
E14000644,Colchester,Con,Con,Conservative and Unionist Party,Will Quince,82625,64.6,Con,Con,67.1,Con
E14000645,Colne Valley,Con,Con,Conservative and Unionist Party,Jason McCartney,84174,72.4,Lab,Lab,71.8,Con
E14000646,Congleton,Con,Con,Conservative and Unionist Party,Fiona Bruce,80930,70.7,Con,Con,73.4,Con
E14000647,Copeland,Con,Con,Conservative and Unionist Party,Trudy Harrison,61693,68.9,Con,Con,69.7,Lab
E14000648,Corby,Con,Con,Conservative and Unionist Party,Tom Pursglove,86151,70.2,Con,Con,72.4,Con
E14000649,Coventry North East,Lab,Lab,Labour Party,Colleen Fletcher,,,Lab,Lab,61.6,Lab
E14000650,Coventry North West,Lab,Lab,Labour Party,Taiwo Owatemi,,,Lab,Lab,66.4,Lab
E14000651,Coventry South,Lab,Lab,Labour Party,Zarah Sultana,,,Lab,Lab,66.6,Lab
E14000652,Crawley,Con,Con,Conservative and Unionist Party,Henry Smith,74207,67.2,Con,Con,68.7,Con
E14000653,Crewe and Nantwich,Con,Con,Conservative and Unionist Party,Kieran John Mullan,80321,67.3,Lab,Lab,69.9,Con
E14000654,Croydon Central,Lab,Lab,Labour Party,Sarah Jones,81410,66.4,Lab,Lab,71.5,Con
E14000655,Croydon North,Lab,Lab,Labour and Co-operative Party,Steve Reed,88466,62.9,Lab,Lab,68.3,Lab
E14000656,Croydon South,Con,Con,Conservative and Unionist Party,Chris Philp,83977,70.7,Con,Con,73.5,Con
E14000657,Dagenham and Rainham,Lab,Lab,Labour Party,Jon Cruddas,71043,61.6,Lab,Lab,65,Lab
E14000658,Darlington,Con,Con,Conservative and Unionist Party,Peter Gibson,66395,65.5,Lab,Lab,67.7,Lab
E14000659,Dartford,Con,Con,Conservative and Unionist Party,Gareth Johnson,,,Con,Con,69.2,Con
E14000660,Daventry,Con,Con,Conservative and Unionist Party,Chris Heaton-Harris,77493,74.1,Con,Con,74.1,Con
E14000661,Denton and Reddish,Lab,Lab,Labour Party,Andrew Gwynne,66234,58.3,Lab,Lab,60.3,Lab
E14000662,Derby North,Con,Con,Conservative and Unionist Party,Amanda Solloway,73212,64.2,Ind,Lab,69.8,Con
E14000663,Derby South,Lab,Lab,Labour Party,Margaret Beckett,73079,58.1,Lab,Lab,64.9,Lab
E14000664,Derbyshire Dales,Con,Con,Conservative and Unionist Party,Sarah Elizabeth Dines,65060,76.9,Con,Con,77.2,Con
E14000665,Devizes,Con,Con,Conservative and Unionist Party,Danny Kruger,,,Con,Con,70.2,Con
E14000666,Dewsbury,Con,Con,Conservative and Unionist Party,Mark Eastwood,81253,69.4,Lab,Lab,69.7,Lab
E14000667,Don Valley,Con,Con,Conservative and Unionist Party,Nicholas Fletcher,75356,60.3,Lab,Lab,62.3,Lab
E14000668,Doncaster Central,Lab,Lab,Labour Party,Rosie Winterton,71387,58.2,Lab,Lab,60.2,Lab
E14000669,Doncaster North,Lab,Lab,Labour Party,Ed Miliband,72363,56.2,Lab,Lab,58.6,Lab
E14000670,Dover,Con,Con,Conservative and Unionist Party,Natalie Elphicke,76355,66.4,Ind,Con,69.8,Con
E14000671,Dudley North,Con,Con,Conservative and Unionist Party,Marco Longhi,,,Ind,Lab,62.8,Lab
E14000672,Dudley South,Con,Con,Conservative and Unionist Party,Mike Wood,,,Con,Con,62.4,Con
E14000673,Dulwich and West Norwood,Lab,Lab,Labour Party,Helen Hayes,84675,65.9,Lab,Lab,72.2,Lab
E14000674,Ealing Central and Acton,Lab,Lab,Labour Party,Rupa Huq,75510,72.6,Lab,Lab,74.8,Lab
E14000675,Ealing North,Lab,Lab,Labour and Co-operative Party,James Murray,74473,66.6,Lab,Lab,70.4,Lab
E14000676,"Ealing, Southall",Lab,Lab,Labour Party,Virendra Sharma,64580,65.4,Lab,Lab,69.5,Lab
E14000677,Easington,Lab,Lab,Labour Party,Grahame Morris,61182,56.5,Lab,Lab,58.4,Lab
E14000678,East Devon,Con,Con,Conservative and Unionist Party,Simon Jupp,87133,73.5,Con,Con,73.4,Con
E14000679,East Ham,Lab,Lab,Labour Party,Stephen Timms,89369,61.1,Lab,Lab,67.7,Lab
E14000680,East Hampshire,Con,Con,Conservative and Unionist Party,Damian Hinds,76478,74.4,Con,Con,74.9,Con
E14000681,East Surrey,Con,Con,Conservative and Unionist Party,Claire Coutinho,,,Ind,Con,72.3,Con
E14000682,East Worthing and Shoreham,Con,Con,Conservative and Unionist Party,Tim Loughton,75196,70.7,Con,Con,70.4,Con
E14000683,East Yorkshire,Con,Con,Conservative and Unionist Party,Greg Knight,,,Con,Con,66.7,Con
E14000684,Eastbourne,Con,Con,Conservative and Unionist Party,Caroline Ansell,79307,69.5,Ind,LD,73,Con
E14000685,Eastleigh,Con,Con,Conservative and Unionist Party,Paul Holmes,83880,70.3,Con,Con,70.7,Con
E14000686,Eddisbury,Con,Con,Conservative and Unionist Party,Edward Timpson,73700,71.9,Ind,Con,73.2,Con
E14000687,Edmonton,Lab,Lab,Labour and Co-operative Party,Kate Osamor,65568,61.5,Lab,Lab,66.6,Lab
E14000688,Ellesmere Port and Neston,Lab,Lab,Labour Party,Justin Madders,70327,69.3,Lab,Lab,74.3,Lab
E14000689,Elmet and Rothwell,Con,Con,Conservative and Unionist Party,Alec Shelbrooke,80957,71.9,Con,Con,74.3,Con
E14000690,Eltham,Lab,Lab,Labour Party,Clive Efford,64046,68.2,Lab,Lab,71.8,Lab
E14000691,Enfield North,Lab,Lab,Labour Party,Feryal Clark,68066,66.2,Ind,Lab,71.5,Lab
E14000692,"Enfield, Southgate",Lab,Lab,Labour Party,Bambos Charalambous,65055,72.7,Lab,Lab,74.4,Con
E14000693,Epping Forest,Con,Con,Conservative and Unionist Party,Eleanor Laing,,,Con,Con,68.1,Con
E14000694,Epsom and Ewell,Con,Con,Conservative and Unionist Party,Chris Grayling,,,Con,Con,74.3,Con
E14000695,Erewash,Con,Con,Conservative and Unionist Party,Maggie Throup,,,Con,Con,68.3,Con
E14000696,Erith and Thamesmead,Lab,Lab,Labour Party,Abena Oppong-Asare,65399,63.3,Lab,Lab,63.9,Lab
E14000697,Esher and Walton,Con,Con,Conservative and Unionist Party,Dominic Raab,81184,77.7,Con,Con,74,Con
E14000698,Exeter,Lab,Lab,Labour Party,Ben Bradshaw,82047,68.5,Lab,Lab,71.8,Lab
E14000699,Fareham,Con,Con,Conservative and Unionist Party,Suella Braverman,78624,72.8,Con,Con,72.5,Con
E14000700,Faversham and Mid Kent,Con,Con,Conservative and Unionist Party,Helen Whately,73404,68.7,Con,Con,69,Con
E14000701,Feltham and Heston,Lab,Lab,Labour and Co-operative Party,Seema Malhotra,,,Lab,Lab,65,Lab
E14000702,Filton and Bradley Stoke,Con,Con,Conservative and Unionist Party,Jack Lopresti,74016,72.6,Con,Con,70.2,Con
E14000703,Finchley and Golders Green,Con,Con,Conservative and Unionist Party,Mike Freer,,,Con,Con,71.7,Con
E14000704,Folkestone and Hythe,Con,Con,Conservative and Unionist Party,Damian Collins,88273,66.8,Con,Con,68.4,Con
E14000705,Forest of Dean,Con,Con,Conservative and Unionist Party,Mark Harper,,,Con,Con,73.1,Con
E14000706,Fylde,Con,Con,Conservative and Unionist Party,Mark Menzies,,,Con,Con,70.7,Con
E14000707,Gainsborough,Con,Con,Conservative and Unionist Party,Edward Leigh,76343,66.9,Con,Con,68,Con
E14000708,Garston and Halewood,Lab,Lab,Labour Party,Maria Eagle,76116,70.1,Lab,Lab,71.3,Lab
E14000709,Gateshead,Lab,Lab,Labour Party,Ian Mearns,64449,59.2,Lab,Lab,64.7,Lab
E14000710,Gedling,Con,Con,Conservative and Unionist Party,Tom Randall,71366,70,Lab,Lab,72.7,Lab
E14000711,Gillingham and Rainham,Con,Con,Conservative and Unionist Party,Rehman Chishti,73631,62.4,Con,Con,67.2,Con
E14000712,Gloucester,Con,Con,Conservative and Unionist Party,Richard Graham,81332,66.1,Con,Con,65.3,Con
E14000713,Gosport,Con,Con,Conservative and Unionist Party,Caroline Dinenage,73541,65.9,Con,Con,66.8,Con
E14000714,Grantham and Stamford,Con,Con,Conservative and Unionist Party,Gareth Davies,,,Ind,Con,69.4,Con
E14000715,Gravesham,Con,Con,Conservative and Unionist Party,Adam Holloway,73234,64.9,Con,Con,67.3,Con
E14000716,Great Grimsby,Con,Con,Conservative and Unionist Party,Lia Nici,61409,53.9,Lab,Lab,57.6,Lab
E14000717,Great Yarmouth,Con,Con,Conservative and Unionist Party,Brandon Lewis,71957,60.4,Con,Con,62.1,Con
E14000718,Greenwich and Woolwich,Lab,Lab,Labour Party,Matthew Pennycook,79997,66.4,Lab,Lab,69.1,Lab
E14000719,Guildford,Con,Con,Conservative and Unionist Party,Angela Joy Richardson,77729,75.5,Ind,Con,73.9,Con
E14000720,Hackney North and Stoke Newington,Lab,Lab,Labour Party,Diane Abbott,92451,61.5,Lab,Lab,66.4,Lab
E14000721,Hackney South and Shoreditch,Lab,Lab,Labour and Co-operative Party,Meg Hillier,89380,60.9,Lab,Lab,66.9,Lab
E14000722,Halesowen and Rowley Regis,Con,Con,Conservative and Unionist Party,James Morris,,,Con,Con,64.6,Con
E14000723,Halifax,Lab,Lab,Labour Party,Holly Walker-Lynch,71904,64.6,Lab,Lab,67.9,Lab
E14000724,Haltemprice and Howden,Con,Con,Conservative and Unionist Party,David Davis,,,Con,Con,72.1,Con
E14000725,Halton,Lab,Lab,Labour Party,Derek Twigg,,,Lab,Lab,67.5,Lab
E14000726,Hammersmith,Lab,Lab,Labour Party,Andy Slaughter,74759,69.5,Lab,Lab,72,Lab
E14000727,Hampstead and Kilburn,Lab,Lab,Labour Party,Tulip Siddiq,82432,69.6,Lab,Lab,70.6,Lab
E14000728,Harborough,Con,Con,Conservative and Unionist Party,Neil O'Brien,,,Con,Con,73.2,Con
E14000729,Harlow,Con,Con,Conservative and Unionist Party,Robert Halfon,68078,63.7,Con,Con,66.4,Con
E14000730,Harrogate and Knaresborough,Con,Con,Conservative and Unionist Party,Andrew Jones,,,Con,Con,73.6,Con
E14000731,Harrow East,Con,Con,Conservative and Unionist Party,Bob Blackman,,,Con,Con,71.1,Con
E14000732,Harrow West,Lab,Lab,Labour and Co-operative Party,Gareth Thomas,,,Lab,Lab,72.3,Lab
E14000733,Hartlepool,Con,Lab,Labour Party,Mike Hill,70855,57.9,Lab,Lab,59.3,Lab
E14000734,Harwich and North Essex,Con,Con,Conservative and Unionist Party,Bernard Jenkin,74153,70.1,Con,Con,71.8,Con
E14000735,Hastings and Rye,Con,Con,Conservative and Unionist Party,Sally-Ann Hart,80524,67.4,Ind,Con,70.1,Con
E14000736,Havant,Con,Con,Conservative and Unionist Party,Alan Mak,72130,63.7,Con,Con,64,Con
E14000737,Hayes and Harlington,Lab,Lab,Labour Party,John McDonnell,72356,60.8,Lab,Lab,65.4,Lab
E14000738,Hazel Grove,Con,Con,Conservative and Unionist Party,William Wragg,,,Con,Con,70,Con
E14000739,Hemel Hempstead,Con,Con,Conservative and Unionist Party,Mike Penning,73737,69.5,Con,Con,70.5,Con
E14000740,Hemsworth,Lab,Lab,Labour Party,Jon Trickett,73726,59.6,Lab,Lab,64,Lab
E14000741,Hendon,Con,Con,Conservative and Unionist Party,Matthew Offord,,,Con,Con,68.4,Con
E14000742,Henley,Con,Con,Conservative and Unionist Party,John Howell,76660,76.6,Con,Con,76.3,Con
E14000743,Hereford and South Herefordshire,Con,Con,Conservative and Unionist Party,Jesse Norman,72085,68.9,Con,Con,71.1,Con
E14000744,Hertford and Stortford,Con,Con,Conservative and Unionist Party,Julie Marson,82407,72.9,Con,Con,73.1,Con
E14000745,Hertsmere,Con,Con,Conservative and Unionist Party,Oliver Dowden,73971,70.6,Con,Con,71.2,Con
E14000746,Hexham,Con,Con,Conservative and Unionist Party,Guy Opperman,,,Con,Con,75.8,Con
E14000747,Heywood and Middleton,Con,Con,Conservative and Unionist Party,Chris Clarkson,78916,60.2,Lab,Lab,62.5,Lab
